Date;Axe;Départ;Arrivée;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Régularité;Commentaires
2015-12;Atlantique;PARIS MONTPARNASSE;BREST;243;240;3;15;93.8;"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)"
2015-12;Atlantique;PARIS MONTPARNASSE;RENNES;562;561;1;45;92.0;"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)"
2015-12;Atlantique;PARIS MONTPARNASSE;TOULOUSE MATABIAU;148;148;0;14;90.5;
2015-12;Nord;PARIS NORD;DOUAI;198;198;0;17;91.4;
2015-12;Atlantique;ST MALO;PARIS MONTPARNASSE;102;102;0;6;94.1;"Ce mois-ci, la liaison a été marquée par:
Le 01 : Un dérangement de signalisation en sortie de la gare Montparnasse (30TGV ; 541mn)
Le 02 : Un dérangement d’un passage à niveau à Evron (10TGV ; 258mn)
Le 06 : Un dérangement du Poste commandant la sortie de la Ligne Grande Vitesse à Connérré (52 TGV ; 1315mn)
Le 07 : Une coupure d’alimentation électrique de la caténaire sur la Ligne Grande Vitesse vers St Arnoult (20TGV ; 293mn)
Le 08 : Un colis suspect dans un TGV à Laval (16TGV, 580mn)
Le 23 : Une divagation de vaches  couplé  à un incident matériel sur un TER à Evron (14TGV ; 490mn)
Le 23 : Une demande de secours d’un Ter au Mans (11 TGV, 434mn)
Le 27 : Le heurt d’un chevreuil sur la Ligne Grande Vitesse vers Dollon (21TGV ; 469mn)
Le 28 : Un accident de personne au Mans (58TGV ; 2872mn)"
2015-12;Est;STRASBOURG;PARIS EST;484;484;0;43;91.1;
2015-12;Atlantique;TOURS;PARIS MONTPARNASSE;208;208;0;19;90.9;
2015-12;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;260;259;1;24;90.7;
2016-01;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;416;416;0;29;93.0;
2016-01;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;201;201;0;14;93.0;
2016-01;Nord;DOUAI;PARIS NORD;181;181;0;20;89.0;
2016-01;Sud-Est;GRENOBLE;PARIS LYON;217;217;0;9;95.9;
2016-01;Atlantique;LAVAL;PARIS MONTPARNASSE;211;211;0;14;93.4;
2016-01;Sud-Est;LYON PART DIEU;MONTPELLIER;329;329;0;57;82.7;
2016-01;Est;PARIS EST;NANCY;246;246;0;9;96.3;
2016-01;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;406;406;0;15;96.3;
2016-01;Sud-Est;PARIS LYON;AVIGNON TGV;412;412;0;21;94.9;
2016-01;Sud-Est;PARIS LYON;GRENOBLE;229;229;0;15;93.4;
2016-01;Sud-Est;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;184;184;0;12;93.5;
2016-01;Sud-Est;PARIS LYON;MACON LOCHE;200;200;0;9;95.5;
2016-01;Sud-Est;PARIS LYON;NICE VILLE;170;170;0;20;88.2;Les conditions climatiques (embruns maritimes) ont généré une coupure d'alimentation électrique des caténaires le 14 janvier entre Antibes et Nice
2016-01;Atlantique;PARIS MONTPARNASSE;ANGERS SAINT LAUD;387;387;0;25;93.5;
2016-01;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;566;566;0;45;92.0;
2016-01;Atlantique;PARIS MONTPARNASSE;BREST;188;188;0;8;95.7;
2016-01;Atlantique;PARIS MONTPARNASSE;LAVAL;209;209;0;6;97.1;
2016-01;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;404;404;0;21;94.8;
2016-01;Atlantique;PARIS MONTPARNASSE;TOURS;164;164;0;17;89.6;
2016-01;Est;STRASBOURG;PARIS EST;426;426;0;31;92.7;
2016-01;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;225;225;0;23;89.8;
2016-02;Sud-Est;BELLEGARDE (AIN);PARIS LYON;235;235;0;27;88.5;
2016-02;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;634;634;0;48;92.4;
2016-02;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;237;237;0;35;85.2;3 accidents de personne et 2 heurts d'animaux sauvages ont généré quelques retards importants sur cette relation en février
2016-02;Atlantique;LAVAL;PARIS MONTPARNASSE;227;227;0;10;95.6;
2012-01;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;244;244;0;17;93.0;
2012-01;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;646;646;0;56;91.3;
2012-02;Atlantique;PARIS MONTPARNASSE;BREST;167;167;0;9;94.6;
2012-02;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;200;199;1;50;74.9;
2012-02;Atlantique;LE MANS;PARIS MONTPARNASSE;443;443;0;116;73.8;
2012-02;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;461;461;0;67;85.5;
2012-02;Nord;MARSEILLE ST CHARLES;LILLE;117;117;0;42;64.1;
2012-02;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;577;576;1;197;65.8;
2012-02;Atlantique;RENNES;LYON PART DIEU;77;77;0;13;83.1;
2012-02;Sud-Est;MACON LOCHE;PARIS LYON;172;169;3;24;85.8;
2012-02;Est;PARIS EST;METZ;294;294;0;22;92.5;
2012-02;Sud-Est;MULHOUSE VILLE;PARIS LYON;296;295;1;49;83.4;
2012-02;Sud-Est;ANNECY;PARIS LYON;194;191;3;22;88.5;
2012-02;Est;REIMS;PARIS EST;224;223;1;16;92.8;
2012-02;Sud-Est;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;99;98;1;17;82.7;
2012-02;Atlantique;ST PIERRE DES CORPS;PARIS MONTPARNASSE;436;436;0;145;66.7;
2012-02;Est;STRASBOURG;PARIS EST;451;450;1;96;78.7;
2012-02;Sud-Est;TOULON;PARIS LYON;228;228;0;43;81.1;
2012-02;Sud-Est;PARIS LYON;TOULON;203;202;1;42;79.2;
2012-02;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;109;109;0;36;67.0;
2012-02;Nord;PARIS NORD;ARRAS;357;356;1;53;85.1;
2012-02;Sud-Est;BELLEGARDE (AIN);PARIS LYON;255;255;0;37;85.5;
2012-02;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;226;226;0;33;85.4;
2012-02;Atlantique;PARIS MONTPARNASSE;BORDEAUX ST JEAN;583;582;1;106;81.8;
2012-03;Atlantique;PARIS MONTPARNASSE;BREST;183;183;0;4;97.8;Des ralentissements pour travaux en Région Pays-de-la-Loire retardent les TGV sur leur parcours entre Nantes et Le Mans (tunnel de chantenay, entrée de gare de Nantes, réfection des quai à Champtocé et Savennières, travaux à Montoir).
2012-03;Sud-Est;PARIS LYON;CHAMBERY CHALLES LES EAUX;260;260;0;35;86.5;
2012-03;Atlantique;PARIS MONTPARNASSE;LA ROCHELLE VILLE;218;218;0;15;93.1;Des ralentissements pour travaux de renouvellement des voies au nord de Bordeaux retardent les TGV en provenance de Bordeaux et qui desservent Poitiers.
2012-03;Atlantique;LE MANS;PARIS MONTPARNASSE;473;473;0;70;85.2;
2012-03;Atlantique;PARIS MONTPARNASSE;LE MANS;457;457;0;39;91.5;Une liaison très proche de l'objectif de 90% de régularité. Le projet d'amélioration de la liaison Tours-Paris initié dès janvier 2011 porte ses fruits sur les TGV Paris-Tours. Ainsi, leur régularité progresse de 5 points par rapport à février et de 3 points par rapport à janvier.
2012-03;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;620;619;1;128;79.3;60% des trains assurant cette desserte sont des trains à parcours longs (venant de Metz, Lille, Nantes ou Strasbourg). Ces trains sont fragilisés par la longueur de leur parcours et arrivent au début de cette desserte avec du retard (20.68%).
2012-03;Sud-Est;PARIS LYON;LYON PART DIEU;638;638;0;19;97.0;
2012-03;Atlantique;RENNES;LYON PART DIEU;83;83;0;2;97.6;
2012-03;Est;PARIS EST;METZ;310;310;0;16;94.8;Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.
2012-03;Atlantique;ANGOULEME;PARIS MONTPARNASSE;359;358;1;57;84.1;Irrégularité est due essentiellement aux travaux.
2012-03;Atlantique;NANTES;PARIS MONTPARNASSE;590;590;0;34;94.2;
2012-03;Est;NANTES;STRASBOURG;62;62;0;7;88.7;Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.
2012-03;Sud-Est;NICE VILLE;PARIS LYON;160;160;0;28;82.5;
2012-03;Atlantique;PARIS MONTPARNASSE;POITIERS;466;466;0;21;95.5;
2012-03;Est;REIMS;PARIS EST;238;238;0;16;93.3;Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.
2012-03;Est;PARIS EST;REIMS;251;250;1;21;91.6;Incendie d'un entrepôt à hauteur de Gagny qui a généré une coupure caténaire les 10 et 11 mars 2012.
2012-03;Atlantique;ST MALO;PARIS MONTPARNASSE;102;102;0;2;98.0;
2012-03;Atlantique;PARIS MONTPARNASSE;ST MALO;58;58;0;1;98.3;
2012-03;Sud-Est;PARIS LYON;TOULON;217;217;0;23;89.4;
2012-03;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;242;242;0;29;88.0;
2012-03;Nord;ARRAS;PARIS NORD;347;345;2;45;87.0;Circulation fortement dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Nord;PARIS NORD;ARRAS;380;379;1;32;91.6;Circulation des trains dégradée le 5 mars avec des conséquences sur le 6 mars suite aux difficiles conditions climatiques entraînant notamment la chute d'un câble ERDF sur la ligne à grande vitesse. La ponctualité a également été impactée par les travaux importants de rénovation des voies sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie.
2012-03;Atlantique;PARIS MONTPARNASSE;VANNES;170;170;0;9;94.7;
2012-03;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;220;220;0;25;88.6;
2012-04;Sud-Est;DIJON VILLE;PARIS LYON;440;440;0;56;87.3;
2012-04;Nord;DOUAI;PARIS NORD;201;201;0;52;74.1;Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Nord;LILLE;LYON PART DIEU;300;300;0;30;90.0;Conditions difficiles avec des retards liés notamment aux travaux importants sur le réseau Nord et Sud de la France. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Nord;LILLE;PARIS NORD;594;591;3;40;93.2;Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Nord;PARIS NORD;LILLE;607;606;1;68;88.8;Travaux importants de rénovation des voies entre Arras et Isbergues. entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-04;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;576;576;0;106;81.6;
2012-04;Sud-Est;LYON PART DIEU;PARIS LYON;609;607;2;22;96.4;
2012-04;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;503;503;0;45;91.1;
2012-04;Est;NANCY;PARIS EST;289;289;0;13;95.5;Une liaison au-dessus de l'objectif malgré les pertes de temps du au jet de pierre et à l'incendie à l'entrée de Paris-Est.
2012-04;Sud-Est;NICE VILLE;PARIS LYON;194;194;0;41;78.9;Une baisse de la régularité en avril qui s'explique par une augmentation des incidents d'origine externe (trois accidents de personne, un vol de câbles sur ligne nouvelle) et deux incidents d'exploitation importants dans le noeud Marseillais.
2012-04;Sud-Est;NIMES;PARIS LYON;382;381;1;38;90.0;
2012-04;Sud-Est;PARIS LYON;NIMES;364;364;0;46;87.4;
2012-04;Atlantique;POITIERS;PARIS MONTPARNASSE;498;498;0;58;88.4;Le 26 décembre, une personne suicidaire sur les voies sur la Ligne à Grande Vitesse au niveau de St-Léger retarde 17 TGV à partir de 17h00.
2012-04;Sud-Est;ANNECY;PARIS LYON;195;195;0;15;92.3;
2012-04;Atlantique;RENNES;PARIS MONTPARNASSE;563;563;0;32;94.3;
2012-04;Atlantique;PARIS MONTPARNASSE;ST MALO;54;54;0;0;100.0;
2012-04;Sud-Est;TOULON;PARIS LYON;259;259;0;51;80.3;
2012-04;Atlantique;TOURS;PARIS MONTPARNASSE;203;203;0;22;89.2;Panne d'un train de travaux à 06h30 affectant les départs du matin, anomalie au passage d'un TGV affectant d'autres trains, disjonction caténaire sur la Ligne Grande Vitesse Atlantique.
2012-04;Nord;PARIS NORD;ARRAS;357;355;2;34;90.4;Conditions difficiles avec des retards liés notamment aux travaux importants de rénovation des voies entre Arras et Isbergues, entre Douai et Valenciennes et sur la ligne à grande vitesse entre Lille et TGV - Haute Picardie. Les circulations ont également été impactées par une succession de dérangements d'installations ferroviaires.
2012-05;Sud-Est;CHAMBERY CHALLES LES EAUX;PARIS LYON;199;199;0;24;87.9;
2012-05;Sud-Est;PARIS LYON;GRENOBLE;241;241;0;21;91.3;
2012-05;Atlantique;LA ROCHELLE VILLE;PARIS MONTPARNASSE;208;208;0;27;87.0;Travaux de suppression d'un passage à niveau, de suppression d'une passerelle à Mauzé (79) et d'amélioration de la qualité de la voie.
2012-05;Atlantique;ANGERS SAINT LAUD;PARIS MONTPARNASSE;476;476;0;30;93.7;
2012-05;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;600;600;0;119;80.2;
2012-05;Sud-Est;LYON PART DIEU;PARIS LYON;629;628;1;44;93.0;
2012-05;Atlantique;RENNES;LYON PART DIEU;81;81;0;9;88.9;Ralentissements dus aux travaux présents sur le parcours (près de Connerré (72) et de Massy (banlieue sud de Paris) pour la régénération de la Ligne à Grande Vitesse Atlantique) mais aussi par un certain nombre d'incidents : difficultés pour atteler deux rames le 1er mai, attente pour réaliser une correspondance le 7, malaise d'un contrôleur le 9.
2012-05;Est;PARIS EST;NANCY;293;293;0;11;96.2;En amélioration par rapport aux derniers six mois.
2012-05;Est;STRASBOURG;NANTES;61;61;0;7;88.5;Un légère baisse mais un résultat toujours supérieur à l'objectif malgré un baisse de la performance du matériel sur la fin de mois.
2012-05;Sud-Est;PARIS LYON;NICE VILLE;206;206;0;39;81.1;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-05;Sud-Est;PARIS LYON;NIMES;375;375;0;48;87.2;
2012-05;Sud-Est;PARIS LYON;PERPIGNAN;160;160;0;14;91.3;
2012-05;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;115;115;0;11;90.4;
2012-05;Sud-Est;TOULON;PARIS LYON;276;275;1;58;78.9;D'importantes phases de travaux d'amélioration de l'infrastructure sur le tronçon Nice Marseille nécessitent la mise en place de limitations de vitesse qui réduisent la fluidité des circulations.
2012-05;Atlantique;TOURS;PARIS MONTPARNASSE;205;205;0;30;85.4;Outre les limitations de vitesse dues aux travaux effectués près de Connerré (72) ainsi que ceux de la régénération des voies de la Ligne à Grande Vitesse Atlantique à Massy (banlieue sud de Paris), quelques incidents ont nui à la régularité des TGV : problème d'aiguille à Massy, panne d'un train les 15 et 16, problème de matériel TGV à Tours ainsi que le dépannage d'un train à Vendôme avec 9 TGV touchés.
2012-05;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;241;241;0;32;86.7;
2012-05;Atlantique;VANNES;PARIS MONTPARNASSE;175;175;0;13;92.6;
2012-05;Sud-Est;PARIS LYON;AVIGNON TGV;377;377;0;32;91.5;
2012-05;Sud-Est;PARIS LYON;BELLEGARDE (AIN);263;263;0;34;87.1;
2012-05;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;212;212;0;18;91.5;
2012-05;Sud-Est;PARIS LYON;BESANCON FRANCHE COMTE TGV;236;236;0;22;90.7;
2012-06;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;431;430;1;81;81.2;
2012-06;Sud-Est;PARIS LYON;AIX EN PROVENCE TGV;417;417;0;48;88.5;
2012-06;Nord;DUNKERQUE;PARIS NORD;111;111;0;5;95.5;
2012-06;Nord;PARIS NORD;DUNKERQUE;158;158;0;8;94.9;
2012-06;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;210;210;0;29;86.2;
2012-06;Nord;LILLE;PARIS NORD;605;605;0;55;90.9;
2012-06;Sud-Est;LYON PART DIEU;MARSEILLE ST CHARLES;598;598;0;120;79.9;Fragilité de cette liaison liée à la longueur du parcours des trains assurant cette desserte et une baisse de la régularité en Juin suite à plusieurs journées perturbées par des orages .
2012-06;Sud-Est;MARSEILLE ST CHARLES;LYON PART DIEU;574;574;0;94;83.6;
2012-06;Atlantique;LYON PART DIEU;RENNES;30;30;0;1;96.7;
2012-06;Sud-Est;PARIS LYON;MACON LOCHE;178;178;0;15;91.6;
2012-06;Sud-Est;PARIS LYON;MARSEILLE ST CHARLES;507;507;0;24;95.3;
2012-06;Sud-Est;PARIS LYON;MONTPELLIER;373;373;0;29;92.2;
2014-08;Sud-Est;PARIS LYON;NICE VILLE;255;255;0;54;78.8;En août, la régularité des TGV entre Paris et la Méditerranée a été fortement impactée par 8 accidents de personnes et par un acte de malveillance près du Creusot.
2014-08;Atlantique;PARIS MONTPARNASSE;POITIERS;507;507;0;14;97.2;
2014-08;Atlantique;PARIS MONTPARNASSE;RENNES;556;556;0;28;95.0;
2014-08;Atlantique;PARIS MONTPARNASSE;ST PIERRE DES CORPS;441;441;0;30;93.2;
2014-08;Atlantique;PARIS MONTPARNASSE;VANNES;196;196;0;9;95.4;
2014-08;Nord;PARIS NORD;LILLE;515;514;1;23;95.5;
2014-08;Atlantique;RENNES;LYON PART DIEU;78;78;0;9;88.5;Cette liaison a été particulièrement touchée ce mois-ci par une augmentation des accidents de personne : 6 au total dont 4 sur le réseau Sud-Est. Une limitation temporaire de vitesse pour travaux sur la Ligne à Grande Vitesse (vers Mâcon) accentue également les retards. Le 27, deux défaillances Matériel (l'une vers Laval, l'autre sur la Ligne à Grande Vitesse Sud-Est) retardent une dizaine de TGV entre 12 minutes et 2h08. Le 31, un dérangement d'aiguille en région parisienne retarde 23 TGV de 12 minutes à 1h12.
2014-08;Est;STRASBOURG;NANTES;50;50;0;5;90.0;
2014-08;Atlantique;TOULOUSE MATABIAU;PARIS MONTPARNASSE;92;92;0;12;87.0;
2014-09;Sud-Est;AIX EN PROVENCE TGV;PARIS LYON;426;426;0;59;86.2;
2014-09;Sud-Est;BESANCON FRANCHE COMTE TGV;PARIS LYON;216;216;0;8;96.3;
2014-09;Sud-Est;GRENOBLE;PARIS LYON;239;239;0;25;89.5;
2014-09;Nord;LYON PART DIEU;LILLE;214;213;1;51;76.1;Accidents de personne à Toulon le 1er et Roeux le 16, tentative de suicide à Avignon le 8, heurts d'animal à Haute Picardie le 3 et à Piolenc le 29, dérangement des installations à Nimes le 21, Croisilles le 22, Marne le 25 et Roeux le 26, violents orages à Piolenc le 15 et Toulon le 19, défaillance matériel à Macon le 23, incendie en gare de Manduel le 21, défaut d'alimentation à Nimes le 25 et  Lyon le 26, très importantes innondations sur Montpellier les 29 et 30.
2014-09;Est;PARIS EST;NANCY;285;285;0;8;97.2;
2014-09;Sud-Est;PARIS LYON;AVIGNON TGV;487;487;0;48;90.1;
2014-09;Sud-Est;PARIS LYON;BELLEGARDE (AIN);220;220;0;12;94.5;
2014-09;Sud-Est;PARIS LYON;MACON LOCHE;206;206;0;5;97.6;
2014-09;Sud-Est;PARIS LYON;MONTPELLIER;309;304;5;33;89.1;
2014-09;Sud-Est;PARIS LYON;MULHOUSE VILLE;306;306;0;19;93.8;
2014-09;Sud-Est;PARIS LYON;TOULON;197;197;0;25;87.3;
2014-09;Atlantique;PARIS MONTPARNASSE;LE MANS;429;429;0;40;90.7;
2014-09;Atlantique;PARIS MONTPARNASSE;QUIMPER;146;146;0;15;89.7;Le 5, deux bagages abandonnés en gare de Paris-Montparnasse ont entrainé le retard de plusieurs train au départ. Le 7, une personne assise dans les voies près de Rosporden engendre un retard de 50 minutes. Le 9, la panne d'un train de Fret à Redon à retardé un TGV de 134 minutes. Le 15, un dysfonctionnement de la signalisation près de Rosporden, sans impact sur la sécurité des trains, a retardé un TGV de 45 minutes. Le 24, la panne d'un TER à Questembert a retardé un TGV de 55 minutes.
2014-09;Atlantique;PARIS MONTPARNASSE;ST MALO;51;51;0;2;96.1;
2014-09;Sud-Est;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;;;;;;
2014-09;Sud-Est;VALENCE ALIXAN TGV;PARIS LYON;266;261;5;49;81.2;
2014-10;Atlantique;BORDEAUX ST JEAN;PARIS MONTPARNASSE;664;663;1;72;89.1;
2014-10;Nord;DOUAI;PARIS NORD;202;202;0;30;85.1;
2014-10;Sud-Est;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;221;221;0;44;80.1;
2014-10;Atlantique;LE MANS;PARIS MONTPARNASSE;497;496;1;116;76.6;
2014-10;Nord;LILLE;MARSEILLE ST CHARLES;124;124;0;22;82.3;
2014-10;Sud-Est;MARSEILLE ST CHARLES;PARIS LYON;462;462;0;39;91.6;Plusieurs accidents de personne et heurts d'animaux sur lignes à grande vitesse et en région Languedoc-Roussillon ont perturbé la régularité de cette relation en octobre
2014-10;Sud-Est;MONTPELLIER;LYON PART DIEU;339;336;3;46;86.3;Plusieurs accidents de personne et heurts d'animaux sur lignes à grande vitesse et en région Languedoc-Roussillon ont perturbé la régularité de cette relation en octobre
2014-10;Sud-Est;MULHOUSE VILLE;PARIS LYON;310;310;0;23;92.6;
